#{"t_start": 1705387259.651885, "env_id": "None"}
r,l,t
16.0,16,16.884275
41.0,41,16.888275
17.0,17,16.895276
100.0,100,16.901276
51.0,51,16.904276
12.0,12,16.911283
182.0,182,16.919284
32.0,32,16.944304
49.0,49,16.945304
70.0,70,16.947304
146.0,146,16.947304
24.0,24,16.967307
110.0,110,16.979306
50.0,50,16.993304
97.0,97,16.998304
63.0,63,17.003304
18.0,18,17.010303
199.0,199,17.011307
58.0,58,17.022307
98.0,98,17.040397
158.0,158,17.041397
23.0,23,17.059398
28.0,28,17.065397
65.0,65,17.072397
92.0,92,17.085397
38.0,38,17.0944
97.0,97,17.0944
25.0,25,17.114405
119.0,119,17.119404
68.0,68,17.12943
58.0,58,17.14343
182.0,182,17.14643
62.0,62,17.171427
163.0,163,17.172427
104.0,104,17.177427
127.0,127,17.178427
73.0,73,17.186429
62.0,62,17.188428
46.0,46,17.189429
15.0,15,17.192428
13.0,13,17.20343
69.0,69,17.206432
25.0,25,17.211443
14.0,14,17.216439
44.0,44,17.227943
68.0,68,17.233945
36.0,36,17.249947
112.0,112,17.279946
64.0,64,17.287947
9.0,9,17.288947
63.0,63,17.292946
119.0,119,17.296947
55.0,55,17.300946
14.0,14,17.304946
17.0,17,17.311957
112.0,112,17.314959
44.0,44,17.328471
14.0,14,17.341471
168.0,168,17.361468
42.0,42,17.37947
23.0,23,17.38347
104.0,104,17.38447
85.0,85,17.389471
89.0,89,17.39647
26.0,26,17.40147
258.0,258,17.406471
30.0,30,17.410472
32.0,32,17.417478
135.0,135,17.422476
12.0,12,17.427983
150.0,150,17.440982
38.0,38,17.456984
71.0,71,17.459985
47.0,47,17.469982
79.0,79,17.479983
118.0,118,17.488985
53.0,53,17.488985
31.0,31,17.509983
58.0,58,17.511986
135.0,135,17.523988
89.0,89,17.538501
46.0,46,17.5525
24.0,24,17.557501
59.0,59,17.5615
112.0,112,17.5895
143.0,143,17.601498
136.0,136,17.611501
119.0,119,17.631528
249.0,249,17.631528
38.0,38,17.634529
25.0,25,17.654524
117.0,117,17.660528
119.0,119,17.668527
62.0,62,17.669528
127.0,127,17.679527
13.0,13,17.680528
50.0,50,17.681527
12.0,12,17.690526
17.0,17,17.696527
34.0,34,17.699526
47.0,47,17.705524
26.0,26,17.705524
102.0,102,17.723531
26.0,26,17.72453
151.0,151,17.725531
21.0,21,17.740554
31.0,31,17.752553
115.0,115,17.757553
95.0,95,17.773553
24.0,24,17.774554
30.0,30,17.801554
74.0,74,17.807554
95.0,95,17.810555
134.0,134,17.81656
72.0,72,17.82256
16.0,16,17.826065
32.0,32,17.830074
26.0,26,17.838075
13.0,13,17.842072
27.0,27,17.847071
172.0,172,17.858071
32.0,32,17.86807
197.0,197,17.875071
105.0,105,23.858668
188.0,188,23.883668
151.0,151,23.885668
127.0,127,23.896667
155.0,155,23.957185
176.0,176,23.957185
194.0,194,23.962184
90.0,90,23.965184
90.0,90,23.967184
60.0,60,24.013194
236.0,236,24.024191
178.0,178,24.025192
97.0,97,24.097702
152.0,152,24.099702
181.0,181,24.129212
196.0,196,24.131212
44.0,44,24.135212
169.0,169,24.174214
223.0,223,24.22322
364.0,364,24.226724
142.0,142,24.228729
124.0,124,24.245731
44.0,44,24.26473
160.0,160,24.27773
113.0,113,24.27873
81.0,81,24.300728
191.0,191,24.308729
393.0,393,24.318735
65.0,65,24.320734
58.0,58,24.327238
36.0,36,24.353242
84.0,84,24.375241
162.0,162,24.390244
143.0,143,24.403244
222.0,222,24.426757
147.0,147,24.443765
94.0,94,24.464765
35.0,35,24.478763
171.0,171,24.486763
96.0,96,24.495761
15.0,15,24.507761
165.0,165,24.544022
220.0,220,24.555022
143.0,143,24.558025
277.0,277,24.574025
135.0,135,24.600023
150.0,150,24.601023
108.0,108,24.660543
140.0,140,24.687541
107.0,107,24.703543
174.0,174,24.706544
243.0,243,24.711543
155.0,155,24.721548
156.0,156,24.745059
66.0,66,24.761059
279.0,279,24.76406
56.0,56,24.79806
87.0,87,24.79906
152.0,152,24.80006
127.0,127,24.820063
158.0,158,24.83257
104.0,104,24.858572
183.0,183,24.879571
56.0,56,24.885572
154.0,154,24.910573
167.0,167,24.956096
169.0,169,24.961097
223.0,223,25.008092
197.0,197,25.008092
166.0,166,25.014096
67.0,67,25.020098
158.0,158,25.030359
41.0,41,25.056357
115.0,115,25.057358
209.0,209,25.069356
106.0,106,25.097358
60.0,60,25.119362
269.0,269,25.147427
171.0,171,25.154425
124.0,124,25.165428
29.0,29,25.180428
175.0,175,25.183428
200.0,200,25.188428
42.0,42,25.225432
235.0,235,25.263456
161.0,161,25.266455
198.0,198,25.278454
25.0,25,25.291454
165.0,165,25.334967
126.0,126,25.343967
218.0,218,25.349966
207.0,207,25.354965
225.0,225,25.388965
148.0,148,25.398965
189.0,189,25.44749
222.0,222,25.488485
167.0,167,25.498488
204.0,204,25.517497
195.0,195,25.519494
12.0,12,25.528556
146.0,146,25.531557
39.0,39,25.552554
189.0,189,25.558554
232.0,232,25.561554
152.0,152,25.583555
113.0,113,25.591554
119.0,119,25.635643
178.0,178,25.655642
81.0,81,25.662642
163.0,163,25.671645
127.0,127,25.675644
147.0,147,31.68004
180.0,180,31.68404
140.0,140,31.725046
240.0,240,31.730553
130.0,130,31.736555
203.0,203,31.817562
221.0,221,31.82756
217.0,217,31.835073
198.0,198,31.861071
249.0,249,31.902072
201.0,201,31.919074
221.0,221,31.926076
250.0,250,31.956586
205.0,205,32.008589
230.0,230,32.041111
227.0,227,32.066108
310.0,310,32.09911
225.0,225,32.107111
279.0,279,32.180629
335.0,335,32.225639
240.0,240,32.233156
153.0,153,32.242152
206.0,206,32.257152
51.0,51,32.278155
363.0,363,32.287155
274.0,274,32.293155
171.0,171,32.331181
280.0,280,32.361179
240.0,240,32.445697
181.0,181,32.445697
173.0,173,32.448697
231.0,231,32.452697
229.0,229,32.465697
194.0,194,32.4707
236.0,236,32.578219
180.0,180,32.615224
232.0,232,32.652735
212.0,212,32.662735
242.0,242,32.684733
266.0,266,32.684733
298.0,298,32.720739
449.0,449,32.746251
198.0,198,32.794251
265.0,265,32.818264
230.0,230,32.873778
209.0,209,32.876778
257.0,257,32.9533
232.0,232,32.957302
350.0,350,32.9733
198.0,198,32.975301
200.0,200,33.002301
357.0,357,33.011302
199.0,199,33.05582
132.0,132,33.118832
170.0,170,33.126829
184.0,184,33.138344
209.0,209,33.143343
300.0,300,33.143343
189.0,189,33.182343
284.0,284,33.212344
221.0,221,33.259863
191.0,191,33.304861
219.0,219,33.341378
221.0,221,33.348378
187.0,187,33.353378
260.0,260,33.360377
191.0,191,33.382377
263.0,263,33.383377
176.0,176,33.457895
236.0,236,33.466896
190.0,190,39.478396
214.0,214,39.508398
233.0,233,39.513399
270.0,270,39.584615
299.0,299,39.614618
386.0,386,39.652137
290.0,290,39.684139
299.0,299,39.754659
367.0,367,39.766657
273.0,273,39.767658
334.0,334,39.895178
500.0,500,39.974698
364.0,364,39.988698
329.0,329,39.993698
321.0,321,40.062728
500.0,500,40.075728
367.0,367,40.09873
421.0,421,40.159247
258.0,258,40.217247
371.0,371,40.244764
268.0,268,40.244764
282.0,282,40.252765
233.0,233,40.283764
224.0,224,40.288764
292.0,292,40.367278
286.0,286,40.419286
221.0,221,40.443793
263.0,263,40.480793
226.0,226,40.487793
299.0,299,40.521798
356.0,356,40.542195
224.0,224,40.572193
317.0,317,40.576194
295.0,295,40.686714
238.0,238,40.701715
285.0,285,40.741236
273.0,273,40.77424
366.0,366,40.780236
318.0,318,40.871748
198.0,198,40.891749
398.0,398,40.904749
392.0,392,40.932261
281.0,281,40.948263
354.0,354,41.070783
214.0,214,41.087783
266.0,266,41.114783
397.0,397,41.137293
259.0,259,41.190294
500.0,500,41.239813
400.0,400,41.274813
373.0,373,41.278812
288.0,288,47.391162
248.0,248,47.431666
349.0,349,47.476673
454.0,454,47.500672
500.0,500,47.557192
295.0,295,47.559191
360.0,360,47.579191
330.0,330,47.58719
377.0,377,47.774953
350.0,350,47.792952
500.0,500,47.84946
337.0,337,47.868466
361.0,361,47.915461
362.0,362,47.92347
500.0,500,47.959982
496.0,496,48.017983
437.0,437,48.197018
500.0,500,48.237538
457.0,457,48.289535
500.0,500,48.310538
431.0,431,48.318541
500.0,500,48.37905
430.0,430,48.416053
500.0,500,48.42206
388.0,388,48.549078
418.0,418,48.616082
344.0,344,48.632588
490.0,490,48.733109
500.0,500,48.764113
449.0,449,48.781111
475.0,475,48.850621
500.0,500,48.865623
409.0,409,48.924628
391.0,391,48.974134
500.0,500,49.086646
351.0,351,49.170166
450.0,450,49.176167
500.0,500,49.190164
500.0,500,55.289956
294.0,294,55.292956
500.0,500,55.373473
500.0,500,55.432476
497.0,497,55.586221
500.0,500,55.668732
500.0,500,55.675733
500.0,500,55.690731
500.0,500,55.744245
500.0,500,55.747245
500.0,500,55.826258
500.0,500,55.883774
500.0,500,56.038221
387.0,387,56.042221
500.0,500,56.119227
500.0,500,56.126228
500.0,500,56.186741
500.0,500,56.189741
500.0,500,56.272267
500.0,500,56.331274
500.0,500,56.496302
500.0,500,56.499302
469.0,469,56.559816
500.0,500,56.581818
500.0,500,56.652329
500.0,500,56.65533
500.0,500,56.735852
500.0,500,56.792854
500.0,500,56.951895
500.0,500,56.954895
500.0,500,57.011898
500.0,500,57.032904
500.0,500,57.105223
500.0,500,57.108227
500.0,500,63.228331
500.0,500,63.284841
500.0,500,63.448877
500.0,500,63.451876
500.0,500,63.512877
500.0,500,63.53639
500.0,500,63.604391
500.0,500,63.608392
500.0,500,63.69591
500.0,500,63.754426
500.0,500,63.918953
500.0,500,63.922959
500.0,500,63.98898
500.0,500,64.011978
500.0,500,64.080496
500.0,500,64.082495
500.0,500,64.159011
500.0,500,64.216014
500.0,500,64.380052
500.0,500,64.38405
500.0,500,64.440559
500.0,500,64.462561
500.0,500,64.529568
500.0,500,64.532567
500.0,500,64.613079
500.0,500,64.669441
500.0,500,64.831975
500.0,500,64.836492
500.0,500,64.902488
500.0,500,64.926496
500.0,500,64.996005
500.0,500,65.000005
500.0,500,65.080038
500.0,500,71.149483
500.0,500,71.308993
500.0,500,71.312994
500.0,500,71.373027
500.0,500,71.395023
500.0,500,71.462302
500.0,500,71.464302
500.0,500,71.539815
500.0,500,71.601815
500.0,500,71.765368
500.0,500,71.769368
500.0,500,71.82937
500.0,500,71.849488
500.0,500,71.914488
500.0,500,71.917488
500.0,500,72.003005
500.0,500,72.058515
500.0,500,72.219622
500.0,500,72.223629
500.0,500,72.286138
500.0,500,72.31014
500.0,500,72.382656
500.0,500,72.385655
500.0,500,72.471779
500.0,500,72.529788
500.0,500,72.693358
500.0,500,72.696359
500.0,500,72.752877
500.0,500,72.773878
500.0,500,72.845394
500.0,500,72.848395
500.0,500,72.928406
500.0,500,79.021389
500.0,500,79.173424
500.0,500,79.177424
500.0,500,79.236426
500.0,500,79.259934
500.0,500,79.331941
500.0,500,79.334941
500.0,500,79.412449
500.0,500,79.467965
500.0,500,79.632491
500.0,500,79.636492
500.0,500,79.698002
500.0,500,79.721002
500.0,500,79.791516
500.0,500,79.794516
500.0,500,79.878039
500.0,500,79.931047
500.0,500,80.100619
500.0,500,80.10462
500.0,500,80.159142
500.0,500,80.181142
500.0,500,80.248655
500.0,500,80.251654
500.0,500,80.336662
500.0,500,80.394177
500.0,500,80.568354
500.0,500,80.573353
500.0,500,80.631356
500.0,500,80.655863
500.0,500,80.725875
500.0,500,80.728876
500.0,500,80.81739
500.0,500,80.873916
500.0,500,87.028526
500.0,500,87.032526
500.0,500,87.091033
500.0,500,87.115036
500.0,500,87.185557
500.0,500,87.188556
500.0,500,87.273069
500.0,500,87.333077
500.0,500,87.4941
500.0,500,87.498101
500.0,500,87.554612
500.0,500,87.578611
500.0,500,87.648128
500.0,500,87.651128
500.0,500,87.73813
500.0,500,87.793636
500.0,500,87.962674
500.0,500,87.967675
500.0,500,88.02668
500.0,500,88.048109
500.0,500,88.11911
500.0,500,88.123109
500.0,500,88.203628
500.0,500,88.261141
500.0,500,88.426656
500.0,500,88.429656
500.0,500,88.493167
500.0,500,88.516167
500.0,500,88.586692
500.0,500,88.589693
500.0,500,88.672204
500.0,500,88.72921
500.0,500,94.840624
500.0,500,94.844133
500.0,500,94.904135
500.0,500,94.924134
500.0,500,94.991648
500.0,500,94.994649
500.0,500,95.08368
500.0,500,95.145203
500.0,500,95.316725
500.0,500,95.320724
500.0,500,95.383244
500.0,500,95.404244
500.0,500,95.470763
500.0,500,95.473763
500.0,500,95.561278
500.0,500,95.623278
500.0,500,95.783313
500.0,500,95.787313
500.0,500,95.842835
500.0,500,95.862835
500.0,500,95.930841
500.0,500,95.933842
500.0,500,96.012217
500.0,500,96.067731
500.0,500,96.232768
500.0,500,96.236767
500.0,500,96.295275
500.0,500,96.318276
500.0,500,96.385798
500.0,500,96.3888
500.0,500,96.470319
500.0,500,96.524319
