#{"t_start": 1705386979.1042128, "env_id": "None"}
r,l,t
10.0,10,16.593996
14.0,14,16.601995
19.0,19,16.606995
37.0,37,16.606995
14.0,14,16.607995
32.0,32,16.617998
13.0,13,16.619999
42.0,42,16.620999
23.0,23,16.623998
10.0,10,16.629004
23.0,23,16.629004
21.0,21,16.639005
36.0,36,16.640004
108.0,108,16.642504
28.0,28,16.653505
14.0,14,16.653505
73.0,73,16.656505
38.0,38,16.658504
20.0,20,16.660506
26.0,26,16.662505
55.0,55,16.665505
16.0,16,16.667509
16.0,16,16.670509
23.0,23,16.674504
56.0,56,16.678509
27.0,27,16.684504
12.0,12,16.684504
26.0,26,16.685504
22.0,22,16.689504
26.0,26,16.690504
39.0,39,16.692503
30.0,30,16.692503
11.0,11,16.695503
21.0,21,16.698503
10.0,10,16.705503
19.0,19,16.708503
18.0,18,16.710503
20.0,20,16.712503
42.0,42,16.726512
18.0,18,16.728512
27.0,27,16.730512
13.0,13,16.73751
13.0,13,16.739511
53.0,53,16.742023
17.0,17,16.747024
56.0,56,16.752022
72.0,72,16.754022
50.0,50,16.756023
16.0,16,16.757021
22.0,22,16.759023
11.0,11,16.763023
11.0,11,16.766024
19.0,19,16.769021
61.0,61,16.77002
15.0,15,16.77102
29.0,29,16.77402
9.0,9,29.559379
16.0,16,29.56338
25.0,25,29.566379
38.0,38,29.57138
13.0,13,29.578379
11.0,11,29.58138
22.0,22,29.58338
40.0,40,29.58338
11.0,11,29.588377
12.0,12,29.59238
20.0,20,29.601376
18.0,18,29.604375
25.0,25,29.605375
65.0,65,29.606377
12.0,12,29.610375
12.0,12,29.614375
112.0,112,29.618374
97.0,97,29.628377
78.0,78,29.629377
34.0,34,29.63838
23.0,23,29.641379
14.0,14,29.642886
58.0,58,29.646893
44.0,44,29.65589
19.0,19,29.66089
23.0,23,29.665892
47.0,47,29.676892
78.0,78,29.679893
20.0,20,29.68589
42.0,42,29.68789
51.0,51,29.68889
12.0,12,29.68989
15.0,15,29.695893
45.0,45,29.699894
29.0,29,29.715893
28.0,28,29.716892
25.0,25,29.719893
35.0,35,29.722893
111.0,111,29.724892
11.0,11,29.725893
12.0,12,29.725893
15.0,15,29.733898
46.0,46,29.733898
15.0,15,29.739898
14.0,14,29.748283
27.0,27,29.753283
15.0,15,29.755283
33.0,33,29.756283
97.0,97,29.757283
25.0,25,29.760283
31.0,31,29.785283
89.0,89,29.787283
12.0,12,29.796282
46.0,46,29.805283
28.0,28,29.815283
62.0,62,29.819283
74.0,74,29.822283
34.0,34,29.830289
13.0,13,29.83229
84.0,84,29.839288
117.0,117,29.842796
39.0,39,29.843803
91.0,91,29.847803
24.0,24,29.853802
14.0,14,29.859803
31.0,31,29.861803
26.0,26,29.867803
21.0,21,29.872803
56.0,56,29.875803
13.0,13,29.878803
58.0,58,29.897803
91.0,91,29.901801
31.0,31,29.901801
65.0,65,29.919801
20.0,20,29.919801
54.0,54,29.927803
85.0,85,29.938813
71.0,71,29.939813
24.0,24,29.940813
28.0,28,29.94494
11.0,11,29.949938
65.0,65,29.956939
17.0,17,29.960938
25.0,25,29.962937
19.0,19,29.967938
146.0,146,29.973938
40.0,40,29.977939
25.0,25,29.979939
21.0,21,29.981937
38.0,38,29.998939
25.0,25,30.004938
38.0,38,30.005938
36.0,36,30.016938
126.0,126,30.018938
23.0,23,30.023938
12.0,12,30.029942
111.0,111,30.032942
63.0,63,30.033943
11.0,11,30.034941
34.0,34,30.035941
11.0,11,30.045451
22.0,22,30.054452
24.0,24,30.055453
27.0,27,30.057452
31.0,31,30.058453
23.0,23,30.067452
23.0,23,30.077452
25.0,25,30.080452
22.0,22,30.085452
87.0,87,30.095453
125.0,125,30.095453
27.0,27,30.105453
122.0,122,30.111452
44.0,44,30.120453
11.0,11,30.120453
85.0,85,30.132459
19.0,19,30.136459
50.0,50,30.141458
44.0,44,30.145972
54.0,54,30.145972
20.0,20,30.150972
74.0,74,30.15597
117.0,117,30.16397
30.0,30,30.165972
53.0,53,30.168971
20.0,20,30.170972
26.0,26,30.171972
20.0,20,30.175972
15.0,15,30.179971
26.0,26,30.190971
29.0,29,30.200971
41.0,41,30.207972
45.0,45,30.209971
30.0,30,30.214972
44.0,44,30.215971
90.0,90,30.225971
11.0,11,30.226971
35.0,35,30.232978
105.0,105,30.242977
12.0,12,30.253491
58.0,58,30.262491
57.0,57,30.264491
108.0,108,30.268494
15.0,15,30.277491
41.0,41,30.293491
31.0,31,30.297491
81.0,81,30.302491
46.0,46,30.305491
92.0,92,30.311491
105.0,105,30.315491
34.0,34,30.325491
30.0,30,30.325491
58.0,58,30.335497
34.0,34,30.336497
20.0,20,30.336497
25.0,25,30.337497
17.0,17,30.351009
51.0,51,30.354008
130.0,130,30.35601
32.0,32,30.365007
15.0,15,30.365007
45.0,45,30.367007
22.0,22,30.384008
69.0,69,30.388007
30.0,30,30.391007
14.0,14,30.402007
83.0,83,30.409009
68.0,68,30.415009
89.0,89,30.417009
22.0,22,30.421009
31.0,31,30.438013
93.0,93,30.443011
87.0,87,30.449426
50.0,50,30.465427
45.0,45,30.467427
37.0,37,30.476427
15.0,15,30.482426
97.0,97,30.486426
24.0,24,30.489426
74.0,74,30.492426
122.0,122,30.504424
20.0,20,30.507427
21.0,21,30.511427
69.0,69,30.512428
42.0,42,30.519427
28.0,28,30.533433
26.0,26,30.539433
46.0,46,30.539433
34.0,34,30.544946
33.0,33,30.549946
15.0,15,30.550946
17.0,17,30.566946
37.0,37,30.579944
154.0,154,30.601944
53.0,53,30.603944
37.0,37,30.603944
75.0,75,30.604945
74.0,74,30.609945
106.0,106,30.610944
34.0,34,30.613944
15.0,15,30.618945
31.0,31,30.628949
21.0,21,30.630948
169.0,169,30.64295
25.0,25,30.651001
17.0,17,30.658001
52.0,52,30.663001
78.0,78,30.674001
15.0,15,30.674001
17.0,17,30.679001
78.0,78,30.680001
96.0,96,30.690002
71.0,71,30.692001
26.0,26,30.696002
30.0,30,30.700001
106.0,106,30.703001
64.0,64,30.71
30.0,30,30.716001
18.0,18,30.719002
44.0,44,30.735008
40.0,40,30.735008
26.0,26,30.740006
10.0,10,30.745522
14.0,14,30.754521
12.0,12,30.757521
88.0,88,30.75952
29.0,29,30.763521
50.0,50,30.766521
68.0,68,30.773521
21.0,21,30.780521
20.0,20,30.787521
117.0,117,30.789521
15.0,15,30.790519
45.0,45,30.798518
44.0,44,30.805521
55.0,55,30.809519
31.0,31,30.814521
13.0,13,30.821523
37.0,37,30.822521
31.0,31,30.82652
47.0,47,30.832526
38.0,38,30.843033
77.0,77,30.85404
42.0,42,30.86904
38.0,38,30.88004
51.0,51,30.882039
63.0,63,30.88304
75.0,75,30.88904
215.0,215,30.89704
24.0,24,30.910039
47.0,47,30.912039
15.0,15,30.92504
45.0,45,30.92504
52.0,52,30.930046
41.0,41,30.934047
26.0,26,30.935046
90.0,90,30.937047
12.0,12,30.943552
27.0,27,30.947558
88.0,88,30.95956
17.0,17,30.95956
148.0,148,30.962559
42.0,42,30.968559
13.0,13,30.975559
42.0,42,30.97656
23.0,23,30.982559
20.0,20,30.988559
70.0,70,30.989559
64.0,64,31.012557
45.0,45,31.019558
93.0,93,31.02456
17.0,17,31.026558
55.0,55,31.035566
25.0,25,31.044079
61.0,61,31.047079
60.0,60,31.047079
74.0,74,31.048079
92.0,92,31.049078
29.0,29,31.054078
24.0,24,31.058078
19.0,19,31.064079
27.0,27,31.068079
20.0,20,31.072078
51.0,51,31.092079
62.0,62,31.112076
102.0,102,31.116079
78.0,78,31.118078
54.0,54,31.119078
59.0,59,31.119078
35.0,35,31.124078
16.0,16,31.133087
80.0,80,31.134086
19.0,19,31.136085
33.0,33,31.141086
33.0,33,31.144117
22.0,22,31.153118
33.0,33,31.153118
23.0,23,31.155118
27.0,27,31.165118
23.0,23,31.174117
74.0,74,31.181117
39.0,39,31.187117
40.0,40,31.188118
50.0,50,31.189118
64.0,64,31.192117
18.0,18,31.203117
49.0,49,31.207117
26.0,26,31.208117
191.0,191,31.213117
22.0,22,31.227118
35.0,35,31.234124
74.0,74,31.239122
25.0,25,31.260636
71.0,71,31.277637
113.0,113,31.288636
77.0,77,31.295636
130.0,130,31.297636
21.0,21,31.306636
141.0,141,31.318636
126.0,126,31.322637
38.0,38,31.329643
40.0,40,31.332643
31.0,31,31.349156
103.0,103,31.353156
54.0,54,31.364156
66.0,66,31.364156
45.0,45,31.372155
115.0,115,31.379156
40.0,40,31.384155
41.0,41,31.390155
69.0,69,31.391155
14.0,14,31.393156
13.0,13,31.407154
192.0,192,31.409156
46.0,46,31.409156
28.0,28,31.419154
60.0,60,31.422154
18.0,18,31.426154
44.0,44,31.434158
33.0,33,31.439157
11.0,11,31.451666
32.0,32,31.453667
30.0,30,31.455666
40.0,40,31.457668
26.0,26,31.460667
59.0,59,31.465667
33.0,33,45.317235
43.0,43,45.325234
13.0,13,45.329235
141.0,141,45.34024
23.0,23,45.353748
66.0,66,45.356746
33.0,33,45.359747
11.0,11,45.368746
153.0,153,45.369748
33.0,33,45.377745
12.0,12,45.381747
98.0,98,45.382748
98.0,98,45.388751
33.0,33,45.413746
30.0,30,45.417745
134.0,134,45.427746
78.0,78,45.432752
88.0,88,45.450265
96.0,96,45.466266
52.0,52,45.474266
126.0,126,45.481263
77.0,77,45.487266
29.0,29,45.493264
48.0,48,45.495265
124.0,124,45.497265
75.0,75,45.503264
28.0,28,45.507264
36.0,36,45.510265
32.0,32,45.523267
131.0,131,45.534271
51.0,51,45.535271
38.0,38,45.54327
59.0,59,45.551351
62.0,62,45.562349
71.0,71,45.56535
27.0,27,45.568351
24.0,24,45.588351
90.0,90,45.595351
68.0,68,45.59935
37.0,37,45.604351
20.0,20,45.60735
15.0,15,45.614351
20.0,20,45.633354
41.0,41,45.645355
129.0,129,45.655866
69.0,69,45.657867
153.0,153,45.665867
48.0,48,45.672868
137.0,137,45.676867
29.0,29,45.679867
38.0,38,45.688867
147.0,147,45.692868
42.0,42,45.709867
127.0,127,45.718867
72.0,72,45.732871
110.0,110,45.744871
52.0,52,45.746377
34.0,34,45.764386
52.0,52,45.768383
27.0,27,45.769385
115.0,115,45.785384
120.0,120,45.786384
30.0,30,45.789384
113.0,113,45.814384
33.0,33,45.816385
145.0,145,45.825385
21.0,21,45.843397
44.0,44,45.853913
105.0,105,45.860913
86.0,86,45.863913
137.0,137,45.869913
92.0,92,45.873913
11.0,11,45.874913
28.0,28,45.880913
94.0,94,45.903912
39.0,39,45.911913
179.0,179,45.937917
108.0,108,45.947429
70.0,70,45.95043
46.0,46,45.957429
34.0,34,45.970428
108.0,108,45.977431
19.0,19,45.97943
134.0,134,45.99543
47.0,47,45.99643
130.0,130,46.00443
34.0,34,46.012429
21.0,21,46.015429
67.0,67,46.018428
24.0,24,46.019428
51.0,51,46.021428
124.0,124,46.030428
20.0,20,46.036433
28.0,28,46.049655
28.0,28,46.052654
27.0,27,46.058654
42.0,42,46.076652
60.0,60,46.078652
110.0,110,46.084651
17.0,17,46.091654
85.0,85,46.094653
56.0,56,46.099653
22.0,22,46.106654
110.0,110,46.110654
41.0,41,46.116657
25.0,25,46.123654
32.0,32,46.125653
23.0,23,46.127654
87.0,87,46.13166
23.0,23,46.13866
18.0,18,46.14266
40.0,40,46.148172
19.0,19,46.159173
38.0,38,46.163172
49.0,49,46.178172
134.0,134,46.188172
33.0,33,46.19617
41.0,41,46.201173
74.0,74,46.207173
24.0,24,46.228173
153.0,153,46.239178
63.0,63,46.244178
58.0,58,46.245177
104.0,104,46.246683
112.0,112,46.248691
66.0,66,46.256691
13.0,13,46.257691
23.0,23,46.262691
64.0,64,46.284691
119.0,119,46.285691
41.0,41,46.286691
44.0,44,46.286691
91.0,91,46.32069
75.0,75,46.326692
55.0,55,46.335698
71.0,71,46.349205
110.0,110,46.361207
63.0,63,46.376207
109.0,109,46.385207
21.0,21,46.385207
141.0,141,46.387207
118.0,118,46.395205
12.0,12,46.396205
20.0,20,46.398206
65.0,65,46.410207
19.0,19,46.415204
36.0,36,46.421204
108.0,108,46.437207
27.0,27,46.447724
13.0,13,46.450724
68.0,68,46.461724
20.0,20,46.467723
149.0,149,46.468724
19.0,19,46.469724
21.0,21,46.481726
75.0,75,46.483727
27.0,27,46.494724
114.0,114,46.503724
40.0,40,46.505723
128.0,128,46.506722
32.0,32,46.509723
113.0,113,46.520723
89.0,89,46.551039
37.0,37,46.557039
65.0,65,46.567037
70.0,70,46.568038
110.0,110,46.593039
18.0,18,46.611038
116.0,116,46.612037
111.0,111,46.613039
32.0,32,46.638044
92.0,92,46.640044
33.0,33,46.642044
175.0,175,46.643044
40.0,40,46.648185
14.0,14,46.655183
24.0,24,46.668185
37.0,37,46.671186
132.0,132,46.688184
155.0,155,46.693184
144.0,144,46.698183
68.0,68,46.703185
66.0,66,46.703185
19.0,19,46.705184
19.0,19,46.715182
29.0,29,46.720185
36.0,36,46.739186
40.0,40,46.743186
81.0,81,46.751216
13.0,13,46.756216
47.0,47,46.763214
69.0,69,46.775216
132.0,132,46.799217
81.0,81,46.802218
170.0,170,46.820217
55.0,55,46.829217
51.0,51,46.847224
32.0,32,46.851721
20.0,20,46.87072
119.0,119,46.878721
86.0,86,46.883721
138.0,138,46.889719
155.0,155,46.889719
144.0,144,46.89072
117.0,117,46.934725
69.0,69,46.948239
79.0,79,46.95224
79.0,79,46.958241
131.0,131,46.965238
24.0,24,46.976238
25.0,25,46.984239
134.0,134,46.993239
22.0,22,46.999238
71.0,71,47.004238
45.0,45,47.012239
24.0,24,47.018239
155.0,155,47.023241
22.0,22,47.040243
36.0,36,47.049754
50.0,50,47.050755
115.0,115,47.063756
186.0,186,47.065755
28.0,28,47.066755
56.0,56,47.076753
48.0,48,47.094754
127.0,127,47.110755
113.0,113,47.115754
50.0,50,47.116755
56.0,56,47.120755
47.0,47,47.124754
83.0,83,47.14376
110.0,110,47.152272
34.0,34,47.156274
18.0,18,47.160273
54.0,54,47.165272
14.0,14,47.173273
59.0,59,47.175273
16.0,16,47.190272
90.0,90,47.20327
96.0,96,47.20327
59.0,59,47.210269
59.0,59,47.21227
145.0,145,47.234277
42.0,42,60.217738
64.0,64,60.272264
127.0,127,60.274264
125.0,125,60.286263
154.0,154,60.291262
78.0,78,60.295264
21.0,21,60.318263
40.0,40,60.328262
143.0,143,60.330262
46.0,46,60.338267
161.0,161,60.345268
173.0,173,60.348267
19.0,19,60.368779
126.0,126,60.402779
108.0,108,60.435794
142.0,142,60.47731
210.0,210,60.481306
175.0,175,60.488307
129.0,129,60.490307
155.0,155,60.499304
29.0,29,60.517306
60.0,60,60.536314
120.0,120,60.549312
176.0,176,60.567825
16.0,16,60.582826
105.0,105,60.587825
51.0,51,60.596822
120.0,120,60.610822
301.0,301,60.617822
109.0,109,60.618822
54.0,54,60.631826
43.0,43,60.651344
130.0,130,60.654343
40.0,40,60.655344
23.0,23,60.674344
66.0,66,60.677345
10.0,10,60.687344
45.0,45,60.691344
70.0,70,60.694344
119.0,119,60.694344
46.0,46,60.695343
35.0,35,60.705345
131.0,131,60.714343
263.0,263,60.725342
45.0,45,60.733342
41.0,41,60.733342
57.0,57,60.739347
14.0,14,60.745348
24.0,24,60.761853
51.0,51,60.773853
124.0,124,60.815854
123.0,123,60.823853
144.0,144,60.831856
106.0,106,60.834856
133.0,133,60.842863
24.0,24,60.855375
14.0,14,60.856375
59.0,59,60.876372
114.0,114,60.877374
70.0,70,60.911999
165.0,165,60.915999
147.0,147,60.926023
46.0,46,60.927025
84.0,84,60.94807
123.0,123,60.9541
92.0,92,60.9541
37.0,37,60.962611
91.0,91,60.970113
68.0,68,60.980627
21.0,21,60.981627
33.0,33,61.012177
68.0,68,61.019677
119.0,119,61.026686
33.0,33,61.051247
91.0,91,61.057255
153.0,153,61.075284
19.0,19,61.077284
72.0,72,61.085793
143.0,143,61.087794
135.0,135,61.114325
176.0,176,61.122836
128.0,128,61.147874
113.0,113,61.157205
97.0,97,61.164715
88.0,88,61.165715
121.0,121,61.196247
34.0,34,61.198247
168.0,168,61.23431
141.0,141,61.246824
149.0,149,61.262786
88.0,88,61.278299
48.0,48,61.289817
148.0,148,61.29691
30.0,30,61.326977
178.0,178,61.336493
12.0,12,61.337492
112.0,112,61.337492
69.0,69,61.343517
170.0,170,61.359535
117.0,117,61.373054
48.0,48,61.383568
251.0,251,61.386568
34.0,34,61.404212
37.0,37,61.419729
48.0,48,61.426737
135.0,135,61.462811
138.0,138,61.485165
173.0,173,61.493679
98.0,98,61.514872
194.0,194,61.523381
256.0,256,61.52838
136.0,136,61.52838
145.0,145,61.55359
76.0,76,61.55659
59.0,59,61.571618
124.0,124,61.578618
88.0,88,61.578618
44.0,44,61.598152
20.0,20,61.61669
113.0,113,61.635725
128.0,128,61.650766
138.0,138,61.655773
113.0,113,61.662866
106.0,106,61.676388
101.0,101,61.677388
22.0,22,61.678387
43.0,43,61.679893
27.0,27,61.688903
17.0,17,61.691412
30.0,30,61.705932
158.0,158,61.728466
11.0,11,61.742488
94.0,94,61.768515
93.0,93,61.768515
67.0,67,61.774029
17.0,17,61.784547
21.0,21,61.788547
137.0,137,61.824604
217.0,217,61.832119
46.0,46,61.835118
162.0,162,61.853142
206.0,206,61.855142
65.0,65,61.882755
111.0,111,61.888754
133.0,133,61.898269
78.0,78,61.920833
98.0,98,61.920833
45.0,45,61.930335
208.0,208,61.939852
23.0,23,61.942864
28.0,28,61.947864
139.0,139,61.964902
26.0,26,61.973418
81.0,81,61.977417
137.0,137,61.979922
39.0,39,61.980927
51.0,51,61.989932
11.0,11,61.991009
14.0,14,62.004523
51.0,51,62.021049
66.0,66,62.025055
52.0,52,62.029558
35.0,35,62.034564
191.0,191,62.064136
164.0,164,62.088168
49.0,49,62.110327
91.0,91,62.121341
108.0,108,62.123344
155.0,155,62.134854
18.0,18,62.150745
142.0,142,62.156751
142.0,142,62.159751
219.0,219,75.44133
112.0,112,75.45133
54.0,54,75.48833
140.0,140,75.496331
139.0,139,75.506343
116.0,116,75.516855
151.0,151,75.519855
108.0,108,75.548851
42.0,42,75.558852
174.0,174,75.582853
98.0,98,75.598852
197.0,197,75.599852
196.0,196,75.66892
144.0,144,75.680919
193.0,193,75.697922
136.0,136,75.709929
148.0,148,75.736283
171.0,171,75.756283
100.0,100,75.763282
289.0,289,75.763282
226.0,226,75.767281
55.0,55,75.81781
115.0,115,75.842811
176.0,176,75.846809
26.0,26,75.871809
221.0,221,75.903814
161.0,161,75.911811
233.0,233,75.929321
123.0,123,75.959321
156.0,156,75.96432
117.0,117,75.984325
25.0,25,75.989324
244.0,244,75.995321
242.0,242,75.998321
135.0,135,76.031839
97.0,97,76.07784
140.0,140,76.121233
53.0,53,76.124233
258.0,258,76.150227
206.0,206,76.151227
254.0,254,76.16423
53.0,53,76.17323
32.0,32,76.17823
57.0,57,76.200235
35.0,35,76.201236
27.0,27,76.222748
221.0,221,76.228748
132.0,132,76.243746
64.0,64,76.257748
96.0,96,76.309758
351.0,351,76.314758
13.0,13,76.326282
391.0,391,76.336281
201.0,201,76.340282
139.0,139,76.369276
79.0,79,76.382276
170.0,170,76.384276
94.0,94,76.41228
190.0,190,76.430787
283.0,283,76.431787
36.0,36,76.46879
122.0,122,76.495789
183.0,183,76.506797
81.0,81,76.507797
180.0,180,76.508797
134.0,134,76.508797
187.0,187,76.541305
53.0,53,76.543305
178.0,178,76.579305
127.0,127,76.623817
150.0,150,76.64882
123.0,123,76.66082
175.0,175,76.670818
181.0,181,76.674818
233.0,233,76.68482
66.0,66,76.710824
63.0,63,76.718334
202.0,202,76.732335
174.0,174,76.741336
51.0,51,76.767336
38.0,38,76.768336
29.0,29,76.800339
139.0,139,76.809341
145.0,145,76.81134
140.0,140,76.846854
60.0,60,76.856854
94.0,94,76.860853
67.0,67,76.872854
196.0,196,76.872854
82.0,82,76.888854
286.0,286,76.899855
39.0,39,76.912862
75.0,75,76.919993
49.0,49,76.936991
123.0,123,76.975992
122.0,122,76.978995
163.0,163,77.058025
137.0,137,77.069022
169.0,169,77.080024
352.0,352,77.081024
224.0,224,77.088024
227.0,227,77.125271
181.0,181,77.145272
88.0,88,77.150271
189.0,189,77.156271
148.0,148,77.198272
149.0,149,77.222531
208.0,208,77.278531
168.0,168,77.311535
175.0,175,77.313535
171.0,171,77.319042
146.0,146,77.334042
274.0,274,77.345042
154.0,154,90.133413
257.0,257,90.136413
109.0,109,90.146411
135.0,135,90.209418
170.0,170,90.236615
158.0,158,90.261616
202.0,202,90.266615
156.0,156,90.279615
204.0,204,90.326666
269.0,269,90.350664
230.0,230,90.359665
141.0,141,90.367667
147.0,147,90.417672
188.0,188,90.437728
271.0,271,90.46573
174.0,174,90.493727
176.0,176,90.532244
174.0,174,90.537243
132.0,132,90.544244
313.0,313,90.562243
246.0,246,90.586245
159.0,159,90.589244
196.0,196,90.679757
235.0,235,90.69276
156.0,156,90.69376
183.0,183,90.70976
193.0,193,90.713763
136.0,136,90.719266
162.0,162,90.74027
216.0,216,90.773274
157.0,157,90.834795
178.0,178,90.875797
184.0,184,90.882795
166.0,166,90.888795
169.0,169,90.8988
183.0,183,90.902799
182.0,182,90.934937
160.0,160,91.001938
249.0,249,91.024997
151.0,151,91.029997
158.0,158,91.041995
183.0,183,91.055996
177.0,177,91.069994
186.0,186,91.113998
135.0,135,91.13151
138.0,138,91.156509
289.0,289,91.179511
136.0,136,91.185511
208.0,208,91.229033
205.0,205,91.237029
166.0,166,91.266031
246.0,246,91.311036
166.0,166,91.324195
208.0,208,91.337195
161.0,161,91.348196
135.0,135,91.367197
183.0,183,91.426532
175.0,175,91.451531
274.0,274,91.455532
136.0,136,91.472533
166.0,166,91.487531
154.0,154,91.499532
195.0,195,91.503531
165.0,165,91.580052
237.0,237,91.59305
153.0,153,91.629562
194.0,194,91.638559
182.0,182,91.643559
153.0,153,91.643559
198.0,198,91.69056
260.0,260,91.697561
48.0,48,91.746079
157.0,157,91.74808
183.0,183,91.76008
131.0,131,91.767079
161.0,161,91.79008
153.0,153,91.794076
172.0,172,91.81208
157.0,157,91.89459
143.0,143,91.90059
223.0,223,91.904595
173.0,173,91.911596
166.0,166,91.916595
144.0,144,91.930108
151.0,151,91.932108
137.0,137,91.942107
144.0,144,92.036622
148.0,148,92.04662
159.0,159,92.06962
167.0,167,92.07162
185.0,185,92.082623
166.0,166,92.087623
167.0,167,92.089622
167.0,167,104.786562
193.0,193,104.908092
172.0,172,104.925193
172.0,172,104.951189
236.0,236,104.966188
236.0,236,105.000187
235.0,235,105.018194
244.0,244,105.040225
274.0,274,105.053226
156.0,156,105.144737
254.0,254,105.173736
241.0,241,105.196738
166.0,166,105.199738
211.0,211,105.210742
317.0,317,105.215742
277.0,277,105.215742
252.0,252,105.270252
183.0,183,105.351767
160.0,160,105.371766
172.0,172,105.393769
147.0,147,105.426291
230.0,230,105.43329
227.0,227,105.446291
270.0,270,105.46329
337.0,337,105.47429
176.0,176,105.525348
220.0,220,105.581347
215.0,215,105.595347
228.0,228,105.642872
228.0,228,105.666871
281.0,281,105.702869
267.0,267,105.738378
217.0,217,105.801383
287.0,287,105.81139
360.0,360,105.819391
209.0,209,105.853903
253.0,253,105.918912
342.0,342,105.938428
237.0,237,105.939426
216.0,216,105.954427
150.0,150,105.960424
193.0,193,105.991424
203.0,203,106.04694
237.0,237,106.04694
165.0,165,106.109953
200.0,200,106.125467
231.0,231,106.134466
196.0,196,106.134466
152.0,152,106.187468
283.0,283,106.202467
248.0,248,106.221982
251.0,251,106.28299
166.0,166,106.28299
219.0,219,106.321507
163.0,163,106.346516
226.0,226,106.352515
165.0,165,106.364515
155.0,155,106.373513
256.0,256,106.380514
152.0,152,106.471026
148.0,148,106.508035
167.0,167,106.509035
238.0,238,106.517035
260.0,260,106.541548
194.0,194,106.545546
179.0,179,106.551543
252.0,252,106.628068
97.0,97,106.646067
167.0,167,106.672066
170.0,170,106.707074
211.0,211,106.720074
229.0,229,106.730588
272.0,272,106.732587
204.0,204,106.735586
185.0,185,119.5961
99.0,99,119.602102
185.0,185,119.62362
327.0,327,119.712633
233.0,233,119.730146
311.0,311,119.800144
293.0,293,119.870659
307.0,307,119.876659
223.0,223,119.913666
332.0,332,119.924167
500.0,500,119.940172
500.0,500,119.954171
146.0,146,119.996171
321.0,321,120.017175
356.0,356,120.115688
347.0,347,120.195199
202.0,202,120.207199
341.0,341,120.236716
266.0,266,120.244714
405.0,405,120.334231
500.0,500,120.38123
500.0,500,120.413233
341.0,341,120.449749
295.0,295,120.494749
322.0,322,120.506746
320.0,320,120.553983
285.0,285,120.60899
500.0,500,120.716511
252.0,252,120.739024
203.0,203,120.745024
191.0,191,120.792022
500.0,500,120.857537
500.0,500,120.887535
421.0,421,120.890535
500.0,500,120.928056
232.0,232,120.974057
242.0,242,120.979054
243.0,243,121.087567
228.0,228,121.105564
207.0,207,121.116571
352.0,352,121.120571
279.0,279,121.150082
500.0,500,121.192079
284.0,284,121.23959
368.0,368,121.318599
236.0,236,121.329113
283.0,283,121.359111
218.0,218,121.399113
215.0,215,121.443631
173.0,173,134.396152
390.0,390,134.421159
500.0,500,134.490668
500.0,500,134.494668
500.0,500,134.683326
500.0,500,134.718328
500.0,500,134.762842
500.0,500,134.805842
500.0,500,134.857356
500.0,500,134.884357
500.0,500,134.950874
500.0,500,134.955876
246.0,246,134.992876
500.0,500,135.163373
500.0,500,135.19637
500.0,500,135.278888
500.0,500,135.334403
500.0,500,135.364406
500.0,500,135.434924
500.0,500,135.439923
500.0,500,135.475924
452.0,452,135.593991
500.0,500,135.66951
500.0,500,135.750021
500.0,500,135.797021
500.0,500,135.822025
500.0,500,135.895146
500.0,500,135.900146
500.0,500,135.934202
500.0,500,136.050717
500.0,500,136.13324
500.0,500,136.21624
500.0,500,136.269294
500.0,500,136.298294
321.0,321,149.05482
500.0,500,149.067818
500.0,500,149.07182
500.0,500,149.103817
500.0,500,149.296859
500.0,500,149.385379
500.0,500,149.440887
500.0,500,149.46589
500.0,500,149.525897
500.0,500,149.537412
500.0,500,149.54341
500.0,500,149.575409
500.0,500,149.768439
500.0,500,149.84796
500.0,500,149.899957
500.0,500,149.927964
500.0,500,149.980989
500.0,500,149.993992
500.0,500,149.998994
500.0,500,150.030001
500.0,500,150.221548
500.0,500,150.310062
500.0,500,150.355093
500.0,500,150.381092
500.0,500,150.436206
500.0,500,150.449203
500.0,500,150.454203
500.0,500,150.488206
500.0,500,150.676227
500.0,500,150.761544
500.0,500,150.810543
500.0,500,150.839058
500.0,500,163.840802
500.0,500,163.853802
500.0,500,163.857802
500.0,500,163.894804
500.0,500,164.093837
500.0,500,164.180355
500.0,500,164.23136
500.0,500,164.258871
500.0,500,164.317874
500.0,500,164.330879
500.0,500,164.335928
500.0,500,164.368925
500.0,500,164.56496
500.0,500,164.648008
500.0,500,164.698012
500.0,500,164.724018
500.0,500,164.782525
500.0,500,164.797522
500.0,500,164.801526
500.0,500,164.833037
500.0,500,165.026576
500.0,500,165.110089
500.0,500,165.162151
500.0,500,165.190152
500.0,500,165.248343
500.0,500,165.261343
500.0,500,165.266344
500.0,500,165.301343
500.0,500,165.491385
500.0,500,165.579898
352.0,352,165.630906
500.0,500,165.634419
500.0,500,165.660419
500.0,500,165.715421
500.0,500,165.729432
500.0,500,165.733936
500.0,500,178.656859
500.0,500,178.743916
500.0,500,178.793917
500.0,500,178.796916
500.0,500,178.824921
500.0,500,178.883073
500.0,500,178.895073
500.0,500,178.899073
500.0,500,179.126616
500.0,500,179.214128
500.0,500,179.266637
500.0,500,179.269637
500.0,500,179.296638
500.0,500,179.349152
500.0,500,179.363153
500.0,500,179.367153
500.0,500,179.591181
500.0,500,179.673701
500.0,500,179.727702
500.0,500,179.730702
500.0,500,179.759212
